2.55;17850
3.39;17850
2.75;17850
3.39;17850
3.39;17850
7.65;17850
4.25;17850
1.85;17850
1.85;17850
1.69;13047
2.1;13047
2.1;13047
3.75;13047
1.65;13047
4.25;13047
4.95;13047
9.95;13047
5.95;13047
5.95;13047
7.95;13047
7.95;13047
4.25;13047
4.95;13047
4.95;13047
4.95;13047
5.95;13047
3.75;12583
3.75;12583
3.75;12583
0.85;12583
0.65;12583
0.85;12583
1.25;12583
2.95;12583
2.95;12583
1.95;12583
1.95;12583
1.95;12583
0.85;12583
1.65;12583
2.95;12583
3.75;12583
0.42;12583
0.42;12583
0.65;12583
18;12583
2.55;13748
1.85;17850
1.85;17850
2.55;17850
3.39;17850
2.75;17850
4.95;17850
1.06;17850
1.06;17850
1.06;17850
1.06;17850
4.95;17850
6.95;17850
2.1;17850
2.55;17850
3.39;17850
3.39;17850
7.65;17850
4.25;17850
10.95;15100
2.55;17850
3.39;17850
2.75;17850
4.95;17850
1.06;17850
1.06;17850
1.06;17850
1.06;17850
4.95;17850
6.95;17850
2.1;17850
2.55;17850
3.39;17850
3.39;17850
7.65;17850
4.25;17850
3.45;15291
2.55;15291
1.85;17850
1.85;17850
1.95;14688
1.95;14688
2.95;14688
0.85;14688
3.75;14688
3.75;14688
0.85;14688
1.65;14688
2.55;14688
2.55;14688
0.42;14688
0.55;14688
0.55;14688
0.55;14688
2.95;14688
1.25;14688
0.38;14688
1.95;14688
1.95;14688
1.45;17809
4.25;15311
4.95;15311
1.95;15311
2.1;15311
1.25;15311
1.25;15311
1.25;15311
1.25;15311
0.85;15311
2.55;15311
1.65;15311
1.69;15311
1.95;15311
2.1;15311
2.95;15311
2.95;15311
2.95;15311
2.95;15311
0.85;15311
1.25;15311
2.55;15311
0.85;15311
0.85;15311
1.45;15311
4.95;15311
2.95;15311
5.95;15311
5.95;15311
1.45;15311
2.95;15311
1.95;15311
1.65;15311
3.95;15311
1.06;15311
6.75;15311
27.5;14527
0.85;16098
3.75;16098
1.65;16098
1.95;16098
2.1;16098
1.85;16098
2.95;16098
3.75;16098
5.95;16098
14.95;16098
14.95;16098
16.95;16098
4.65;15311
6.45;18074
0.65;18074
1.65;18074
2.95;18074
2.95;18074
1.45;18074
2.55;18074
2.95;18074
12.75;18074
3.95;18074
5.95;18074
6.95;18074
10.95;18074
19.95;17420
1.45;17420
4.25;17420
1.95;17420
1.25;17420
8.5;17420
1.65;17420
4.95;16029
1.65;16029
1.65;16029
3.82;16029
3.37;16029
3.37;16029
1.45;16029
1.25;16029
5.95;16250
5.95;16250
7.95;16250
4.95;16250
4.25;16250
2.95;16250
1.65;16250
0.42;16250
0.85;16250
1.45;16250
0.85;16250
6.75;16250
1.65;16250
1.65;16250
8.5;12431
4.95;12431
1.25;12431
5.45;12431
6.35;12431
5.95;12431
5.95;12431
8.5;12431
3.75;12431
3.75;12431
8.5;12431
8.5;12431
1.65;12431
0.85;12431
8.5;17511
3.75;17511
1.45;17511
0.72;17511
0.72;17511
8.5;17511
0.64;17511
2.55;17511
0.1;17511
2.55;17511
0.72;17511
1.45;17511
4.25;17511
0.64;17511
0.64;17511
0.65;17511
0.32;17511
4.95;17511
4.25;17511
3.39;17511
3.75;17511
1.48;17511
1.25;17511
1.65;17511
1.65;17548
0.29;17548
0.29;17548
0.29;17548
3.45;17548
1.65;17548
1.65;17548
1.95;13705
3.75;13705
1.25;13705
1.25;13705
165;13705
1.25;13705
1.25;13705
5.95;13705
1.69;13705
0.65;13705
9.95;13747
0.42;13408
1.85;13408
1.85;13408
1.85;13408
1.85;13408
4.95;13408
3.75;13408
1.25;13408
2.1;13408
2.55;13408
1.65;13408
3.95;13767
1.69;13767
0.55;13767
0.55;13767
0.55;13767
3.45;13767
2.1;13767
3.75;13767
3.75;13767
3.75;13767
3.75;13767
3.95;13767
2.1;13767
2.1;13767
2.55;17850
3.39;17850
2.75;17850
4.95;17850
4.95;17850
1.06;17850
1.06;17850
1.06;17850
1.06;17850
4.95;17850
6.95;17850
2.1;17850
2.55;17850
3.39;17850
3.39;17850
7.65;17850
35.75;17850
4.25;17850
4.65;17924
4.65;17924
0.29;13448
2.95;13448
6.75;13448
2.55;13448
8.5;13448
7.95;13448
2.1;13448
2.1;13448
2.1;13448
1.25;13448
1.65;13448
3.35;13448
3.95;13448
4.65;13448
4.95;13448
3.75;13448
4.95;13448
1.85;17850
1.85;17850
1.45;13448
2.55;15862
1.25;15862
1.25;15862
2.95;15862
3.35;15862
1.45;15862
1.25;15862
1.25;15862
1.65;15862
1.45;15862
1.25;15862
4.95;15862
3.75;15862
1.25;15862
9.95;15862
9.95;15862
5.95;15862
4.25;15862
4.95;15862
2.55;15862
2.95;15862
1.69;15862
7.95;15862
0.55;15862
0.55;15862
0.55;15862
2.95;15862
2.1;15862
2.1;15862
1.25;15862
0.85;15862
0.55;15862
2.95;15862
2.95;15862
1.25;15862
1.25;15862
1.25;15862
1.25;15862
1.65;15862
2.95;15862
2.95;15862
5.95;15862
1.25;15862
2.55;15862
0.85;15862
1.65;15862
2.95;15862
2.95;15862
5.95;15862
7.95;15862
1.65;15862
1.65;15862
1.65;15862
1.65;15862
2.55;15862
2.95;15862
2.95;15862
2.55;15862
16.95;15862
2.95;15862
10.65;15862
4.25;15862
6.95;15862
5.95;15862
2.55;15513
2.55;15513
4.25;15513
1.85;12791
15;12791
1.25;16218
1.25;16218
1.25;16218
1.25;16218
1.25;16218
1.65;16218
0.85;16218
1.25;16218
1.25;16218
1.25;16218
1.25;16218
1.25;16218
1.25;16218
0.85;16218
