"536365"	3.91
"536366"	1.85
"536367"	4.853333333333334
"536368"	4.7749999999999995
"536369"	5.95
"536370"	2.7645
"536371"	2.55
"536372"	1.85
"536373"	3.319375
"536374"	10.95
"536375"	3.319375
"536376"	3.0
"536377"	1.85
"536378"	1.7552631578947369
"536380"	1.45
"536381"	2.5200000000000014
"536382"	5.970833333333334
"536384"	4.7807692307692315
"536385"	5.57142857142857
"536386"	2.75
"536387"	2.6519999999999997
"536388"	3.376428571428572
"536389"	5.278571428571429
"536390"	2.452916666666667
"536392"	18.398999999999997
"536393"	9.95
"536394"	2.188181818181818
"536395"	2.5707142857142857
"536396"	5.211666666666667
"536397"	4.65
"536398"	3.752352941176471
"536399"	1.85
"536400"	1.45
"536401"	3.2349999999999994
"536402"	3.1166666666666667
"536403"	8.425
"536404"	1.1696428571428574
"536405"	2.55
"536406"	5.227058823529411
"536407"	1.85
"536408"	2.4031250000000006
"536409"	2.67258620689655
"536412"	2.7877777777777766
"536414"	0.0
"536415"	1.9733898305084747
"536416"	4.55
"536420"	2.5642857142857145
"536423"	3.8444444444444446
"536425"	3.620588235294118
"536437"	1.7633333333333334
"536446"	1.8790624999999999
"536460"	3.548571428571429
"536463"	1.45
"536464"	1.929176470588234
"536466"	2.85
"536477"	2.5885714285714285
"536488"	2.707714285714286
"536500"	2.8133333333333335
"536502"	4.638
"536508"	0.805
"536514"	4.4
"536520"	2.1591549295774644
"536521"	4.95
"536522"	2.7072222222222218
"536523"	3.170833333333333
"536524"	2.95
"536525"	3.49
"536526"	4.415555555555557
"536527"	2.9579999999999997
"536528"	3.346666666666667
"536529"	7.122222222222222
"536530"	4.7782608695652184
"536531"	4.017826086956521
"536532"	1.4064383561643836
"536533"	6.675
"536534"	2.6700000000000004
"536535"	4.850000000000001
"536536"	2.6300000000000003
"536537"	4.409090909090909
"536538"	3.0087096774193554
"536539"	4.987037037037037
"536540"	6.6195
"536541"	1.25
"536542"	1.9656249999999995
"536544"	5.669297912713476
"536545"	0.0
"536546"	0.0
"536547"	0.0
"536549"	0.0
"536550"	0.0
"536551"	2.2508571428571433
"536552"	0.0
"536553"	0.0
"536554"	0.0
"536555"	1.4849999999999999
"536556"	4.01875
"536557"	3.8721538461538434
"536558"	19.95
"536559"	2.0166666666666666
"536560"	5.180769230769231
"536561"	2.4833333333333334
"536562"	5.0166666666666675
"536563"	2.6244444444444444
"536564"	5.699999999999999
"536565"	3.35
"536566"	1.25
"536567"	1.7928571428571427
"536568"	0.42
"536569"	4.277611940298504
"536570"	5.358
"536571"	2.3216666666666668
"536572"	2.407142857142858
"536573"	0.9775
"536574"	5.95
"536575"	2.09875
"536576"	2.30625
"536577"	1.3
"536578"	3.20625
"536579"	1.255
"536580"	1.5250000000000001
"536581"	1.65
"536582"	2.9605882352941175
"536583"	1.65
"536584"	2.95
"536585"	9.95
"536586"	6.95
"536587"	1.7704545454545455
"536588"	3.2954545454545454
"536589"	0.0
"536590"	5.222142857142858
"536591"	2.9487500000000013
"536592"	6.101942567567571
"536593"	5.34
"536594"	2.71
"536595"	3.2763636363636364
"536596"	5.723333333333334
"536597"	2.361071428571428
"536598"	1.9
"536599"	5.358333333333334
"536600"	6.547499999999999
"536601"	1.85
"536602"	2.955
"536603"	1.85
"536604"	1.7944444444444443
"536605"	3.320000000000001
"536607"	4.949444444444445
"536608"	1.55
"536609"	3.113125
"536610"	1.85
"536611"	1.885714285714286
"536612"	2.810666666666667
"536613"	1.7658823529411765
"536614"	1.85
"536615"	5.665833333333333
"536616"	3.39
"536617"	2.1336363636363638
"536618"	1.4338095238095239
"536619"	2.6
"536620"	1.2600000000000002
"536621"	1.7520000000000002
"536623"	1.7191666666666674
"536624"	3.4518181818181826
"536626"	2.1
"536627"	7.192857142857144
"536628"	3.113125
"536629"	1.85
"536630"	3.113125
"536631"	1.85
"536632"	3.00952380952381
"536633"	2.516666666666666
"536634"	2.045714285714286
"536635"	2.9455000000000005
"536636"	2.95
"536637"	1.9362686567164187
"536638"	2.6331746031746035
"536639"	4.050000000000001
"536640"	4.168181818181818
"536641"	4.25
"536643"	3.257407407407408
"536663"	1.841666666666667
"536667"	3.1812500000000004
"536670"	1.45
"536671"	1.0899999999999999
"536672"	4.15
"536673"	0.73875
"536674"	2.8147619047619052
"536676"	13.594444444444447
"536681"	2.810769230769231
"536685"	5.0329411764705885
"536688"	1.85
"536690"	5.0329411764705885
"536693"	1.85
"536698"	2.9875000000000003
"536707"	7.692307692307693
"536732"	1.9530769230769232
"536733"	1.8464285714285718
"536735"	1.65
"536736"	0.8280000000000001
"536738"	6.160000000000001
"536739"	8.65
"536740"	2.557142857142857
"536741"	1.7026666666666668
"536742"	2.541800000000001
"536743"	3.5617142857142863
"536744"	5.7299999999999995
"536745"	3.4299999999999997
"536746"	5.346153846153846
"536747"	1.5350000000000001
"536748"	6.6
"536749"	3.5319999999999983
"536750"	5.024210526315789
"536751"	1.85
"536752"	5.024210526315789
"536753"	1.85
"536754"	1.7358000000000007
"536755"	3.6166666666666667
"536756"	3.3500000000000005
"536759"	5.008823529411765
"536761"	4.557142857142857
"536762"	1.923
"536763"	1.5533333333333335
"536764"	0.0
"536765"	0.0
"536769"	2.551612903225806
"536771"	2.012857142857143
"536777"	1.8439999999999999
"536778"	2.7657142857142856
"536779"	15.0
"536780"	3.2
"536781"	2.1
"536782"	3.511111111111112
"536783"	1.7515789473684211
"536784"	1.8488
"536785"	2.935
"536786"	2.75
"536787"	2.7892307692307696
"536788"	1.25
"536789"	1.85
"536790"	5.4794117647058815
"536791"	1.85
"536792"	1.25
"536793"	3.0772727272727276
"536794"	3.3875
"536795"	1.8328571428571425
"536796"	2.0965289256198334
"536797"	2.65
"536798"	2.5464516129032266
"536799"	1.7277777777777785
